text
Especialização gratuita em Docência do IFMS abre 70 vagas https://t. co/jpYhozmVWG,Especialização gratuita em Docência do IFMS abre 70 vagas https://t. co/jpYhozmVWG
Hoje (15/04) é o último dia para se inscrever no processo seletivo que oferece duas vagas para professor substituto para as áreas de Ciência da Computação e Antropologia no IFG Anápolis.   As inscrições poderão ser no site https://t. co/1Fjm01wdwK https://t. co/BKHy7LYEqb,Hoje (15/04) é o último dia para se inscrever no processo seletivo que oferece duas vagas para professor substituto para as áreas de Ciência da Computação e Antropologia no IFG Anápolis.   As inscrições poderão ser no site https://t. co/1Fjm01wdwK https://t. co/BKHy7LYEqb
Nada como estudar no Ifb e estar de greve mas ter aula do mesmo jeito,Nada como estudar no Ifb e estar de greve mas ter aula do mesmo jeito
@Claraclaralha fake!!! no ifms eu conheci a maior desgraça que me traumatizou e até hoje o pessoal guarda um ódio dela e do grupinho dela  ainda bem que hoje tô com o meu anjo que conheci na faeng da ufms 💙🙏🏼,@Claraclaralha fake!!! no ifms eu conheci a maior desgraça que me traumatizou e até hoje o pessoal guarda um ódio dela e do grupinho dela  ainda bem que hoje tô com o meu anjo que conheci na faeng da ufms 💙🙏🏼
Só tem dinheiro para o Centrão e para lobistas!?   Fernando Viana  docente do IFG e militante do MEP SINASEFE  responde ao Ministro Fernando Haddad.    Confiram  curtam  comentem e compartilhem o vídeo!   https://t. co/rAYGkIoAWL   Agora é #Greve  Lutar  criar #EscolaPopular,Só tem dinheiro para o Centrão e para lobistas!?   Fernando Viana  docente do IFG e militante do MEP SINASEFE  responde ao Ministro Fernando Haddad.    Confiram  curtam  comentem e compartilhem o vídeo!   https://t. co/rAYGkIoAWL   Agora é #Greve  Lutar  criar #EscolaPopular
Governo Federal lança Pedra fundamental do Campus Sol Nascente do IFB https://t. co/isTfjzpRTA,Governo Federal lança Pedra fundamental do Campus Sol Nascente do IFB https://t. co/isTfjzpRTA
Premiados em Congressos Internacionais  docentes e discentes do IFMS Nova Andradina recebem homenagem - https://t. co/x16kBT888q,Premiados em Congressos Internacionais  docentes e discentes do IFMS Nova Andradina recebem homenagem - https://t. co/x16kBT888q
o menino mais fofo do mundo estuda no IFB  acho q to apaixonada,o menino mais fofo do mundo estuda no IFB  acho q to apaixonada
Relembrando época do IFG do nada  as eleições  debates  brigas  limpeza do Grêmio  saudades de alguns momentos kkkkk aquele Grêmio fez dos meus dias no if mais feliz  ria tanto lá dentro  era o local onde mais me socializei na vida kkkk,Relembrando época do IFG do nada  as eleições  debates  brigas  limpeza do Grêmio  saudades de alguns momentos kkkkk aquele Grêmio fez dos meus dias no if mais feliz  ria tanto lá dentro  era o local onde mais me socializei na vida kkkk
mano  nem fodendo que eu achava que era a internet móvel de algum aluno do IFG chamado Eduardo Roam. . . mano  mano  MANO,mano  nem fodendo que eu achava que era a internet móvel de algum aluno do IFG chamado Eduardo Roam. . . mano  mano  MANO
meu sonho não ter aula no ifb hj,meu sonho não ter aula no ifb hj
@lostinholf foi não  foi no ifg kkjk,@lostinholf foi não  foi no ifg kkjk
@Lan04930664 Não  fui do IFG para UFG amg,@Lan04930664 Não  fui do IFG para UFG amg
➡ IFG publica comunicado sobre o acordo para manutenção das atividades primordiais.   🔗Acesse: https://t. co/uNKvyvb8bo (seção de comunicados do site do IFG) https://t. co/3uvLoT0lSy,➡ IFG publica comunicado sobre o acordo para manutenção das atividades primordiais.   🔗Acesse: https://t. co/uNKvyvb8bo (seção de comunicados do site do IFG) https://t. co/3uvLoT0lSy
Qual era o nome daquele evento nerd que tem no ifms mesmo?,Qual era o nome daquele evento nerd que tem no ifms mesmo?
eh isso  queridos amigos do ifg  vou ter que tá trancando essa desgraça desse curso.  Não vou receber auxílio e prefiro CLT do que estudar sendo um miserável fudido.,eh isso  queridos amigos do ifg  vou ter que tá trancando essa desgraça desse curso.  Não vou receber auxílio e prefiro CLT do que estudar sendo um miserável fudido.
eu após fazer a disciplina de segurança da informação no ifms,eu após fazer a disciplina de segurança da informação no ifms
So to no Ifg ainda por conta desse curso técnico,So to no Ifg ainda por conta desse curso técnico
As vezes eu queria estar fazendo letras no ifg,As vezes eu queria estar fazendo letras no ifg
Estou sem aula na faculdade até o fim da greve  vocês acham que essa greve vai durar quanto tempo? Eu sou do IFB,Estou sem aula na faculdade até o fim da greve  vocês acham que essa greve vai durar quanto tempo? Eu sou do IFB
e quando eu coloquei literalmente uma melancia na minha cabeça no ifms,e quando eu coloquei literalmente uma melancia na minha cabeça no ifms
Povo me zoava quando eu fazia agropecuária no IFB me chamando de “da roça” e hoje em n dia posta ft de botina e andando a cavalo com a legenda de boiadeira  Moço vai capinar um mato vai,Povo me zoava quando eu fazia agropecuária no IFB me chamando de “da roça” e hoje em n dia posta ft de botina e andando a cavalo com a legenda de boiadeira  Moço vai capinar um mato vai
@cup_nudles os pcs do ifb são assim,@cup_nudles os pcs do ifb são assim
ai amigos eu ri dos alunos do ifms e o karma caiu sobre mim 💔,ai amigos eu ri dos alunos do ifms e o karma caiu sobre mim 💔
Seguem abertas inscrições para vagas na graduação do IFMS - Perfil News https://t. co/TQN6eqBbh0,Seguem abertas inscrições para vagas na graduação do IFMS - Perfil News https://t. co/TQN6eqBbh0
Queria fazer um curso no ifb 😭😭,Queria fazer um curso no ifb 😭😭
mt foda a gente do ifms 📍nova andradina animado pra tentar bater de frente com a facom nos eventos de programação competitiva  daí a gente entra em greve e os cara continuam  desanimador depender de porcaria de serviço público,mt foda a gente do ifms 📍nova andradina animado pra tentar bater de frente com a facom nos eventos de programação competitiva  daí a gente entra em greve e os cara continuam  desanimador depender de porcaria de serviço público
Iniciado processo de implantação do Campus Paranaíba do IFMS - Perfil News https://t,Iniciado processo de implantação do Campus Paranaíba do IFMS - Perfil News https://t
PQP  o CNU me colocou pra fazer a prova no IFB - CAMPUS GAMA.  ISSO É PERTO DA MINHA CASA CARALHO 🤪😜😝😛😘😗😙😚😊🙂🙃☺️😋😌😍🥰😈👹👽🤖🙀😻😹😸🎃🤶🏾🎅🏾,PQP  o CNU me colocou pra fazer a prova no IFB - CAMPUS GAMA.  ISSO É PERTO DA MINHA CASA CARALHO 🤪😜😝😛😘😗😙😚😊🙂🙃☺️😋😌😍🥰😈👹👽🤖🙀😻😹😸🎃🤶🏾🎅🏾
@MafinhaBarba Na minha cidade os alunos do IFG fizeram uma placa escrito isso kkkkkk.  Um dos professores de lá  agrônomo  que ganha quase 30k por mês tritourou tudo kkkkk,@MafinhaBarba Na minha cidade os alunos do IFG fizeram uma placa escrito isso kkkkkk.  Um dos professores de lá  agrônomo  que ganha quase 30k por mês tritourou tudo kkkkk
[Reitoria] ➡️ Foi publicado o resultado final da seleção de estágio! ✔ Nesta seleção  foram ofertadas três vagas: duas para Direito e uma para Engenharia Civil.  👷🏼👷🏽‍♀️⚖️ Os estudantes selecionados atuarão na Reitoria do IFG 🔗Saiba mais no nosso site: https://t. co/bVKFB9AT6u https://t. co/nFmBV18uty,[Reitoria] ➡️ Foi publicado o resultado final da seleção de estágio! ✔ Nesta seleção  foram ofertadas três vagas: duas para Direito e uma para Engenharia Civil.  👷🏼👷🏽‍♀️⚖️ Os estudantes selecionados atuarão na Reitoria do IFG 🔗Saiba mais no nosso site: https://t. co/bVKFB9AT6u https://t. co/nFmBV18uty
@Comentandoapen1 Aqui no IFMS sem meu inglês há semanas  unfortunate. . .,@Comentandoapen1 Aqui no IFMS sem meu inglês há semanas  unfortunate. . .
Sdds do IFG,Sdds do IFG
UFG vai entrar de greve  toma no cu.  Peguei greve no Ifg  e agora na Ufg.   👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽,UFG vai entrar de greve  toma no cu.  Peguei greve no Ifg  e agora na Ufg.   👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽👆🏽
a vez q salvei um pombo no IFG pq fiquei com dó dele sendo machucado pelos dog,a vez q salvei um pombo no IFG pq fiquei com dó dele sendo machucado pelos dog
@paulnha Quer fazer no IFB amiga? Será q não tem opção pra portador de diploma?,@paulnha Quer fazer no IFB amiga? Será q não tem opção pra portador de diploma?
😍 Que tal terminar a semana com uma excelente notícia para toda a comunidade do IFG?! 😉 Então  vamos lá!  ▶️ O IFG recebeu recursos do Novo PAC do Governo Federal para a construção de cinco novos restaurantes estudantis! 🎊🎉 https://t. co/4pISYRNfmE,😍 Que tal terminar a semana com uma excelente notícia para toda a comunidade do IFG?! 😉 Então  vamos lá!  ▶️ O IFG recebeu recursos do Novo PAC do Governo Federal para a construção de cinco novos restaurantes estudantis! 🎊🎉 https://t. co/4pISYRNfmE
Carai greve bosta do IFMS Vai voltar os curso técnicos subsequentes e o superior nada OU PARA TUDO OU VOLTA TUDO  Não é nesse pensamento que vocês começaram a Greve ?,Carai greve bosta do IFMS Vai voltar os curso técnicos subsequentes e o superior nada OU PARA TUDO OU VOLTA TUDO  Não é nesse pensamento que vocês começaram a Greve ?
➡️ IFB lança 450 vagas para cursos técnicos gratuitos no Plano Piloto  Matrículas presenciais e por ordem de chegada começam a partir do dia 6 de maio  no IFB Campus Brasília (610 – L2 Norte)  Leia: https://t. co/qY8dq8oeSh,➡️ IFB lança 450 vagas para cursos técnicos gratuitos no Plano Piloto  Matrículas presenciais e por ordem de chegada começam a partir do dia 6 de maio  no IFB Campus Brasília (610 – L2 Norte)  Leia: https://t. co/qY8dq8oeSh
@LiaDeSousa1 Putz  e abriu concurso do IFGoiano 😅😅,@LiaDeSousa1 Putz  e abriu concurso do IFGoiano 😅😅
Porra isso é MUITO VERDADE eu era 10/10 da Estadual e virei um 6 5/7 no IFG e passando perrengue com algumas matérias técnica   A diferença de nível é estratosférica  outro esporte digamos assim kkkkk,Porra isso é MUITO VERDADE eu era 10/10 da Estadual e virei um 6 5/7 no IFG e passando perrengue com algumas matérias técnica   A diferença de nível é estratosférica  outro esporte digamos assim kkkkk
@saladalanches vou fazer no IFB amém,@saladalanches vou fazer no IFB amém
➡ A comunidade acadêmica do IFG tem até o dia 20 de maio para participar da consulta pública sobre os processos seletivos para ingresso nos Cursos Técnicos Integrados ao Ensino Médio do IFG.  https://t. co/Je1d7kOmT1,➡ A comunidade acadêmica do IFG tem até o dia 20 de maio para participar da consulta pública sobre os processos seletivos para ingresso nos Cursos Técnicos Integrados ao Ensino Médio do IFG.  https://t. co/Je1d7kOmT1
[NOVA SERVIDORA MESTRA]  A produtora cultural do IFG Anápolis Thayrine Fonseca  foi aprovada na última sexta  26  na banca de defesa de dissertação no programa de mestrado profissional em Governança e Desenvolvimento  ofertado pela ENAP.    Saiba mais em: https://t. co/jyIiiHYdhH,[NOVA SERVIDORA MESTRA]  A produtora cultural do IFG Anápolis Thayrine Fonseca  foi aprovada na última sexta  26  na banca de defesa de dissertação no programa de mestrado profissional em Governança e Desenvolvimento  ofertado pela ENAP.    Saiba mais em: https://t. co/jyIiiHYdhH
[NOVA SERVIDORA DOUTORA]  A professora do IFG Anápolis Kellen Malheiros Borges foi aprovada na última quinta  25  na defesa de sua tese de doutorado no programa de pós-graduação em Medicina Tropical e Saúde Pública  ofertado pela  UFG.     Confira em: https://t. co/U6FvBLTJFe https://t. co/nb9LQCRnTm,[NOVA SERVIDORA DOUTORA]  A professora do IFG Anápolis Kellen Malheiros Borges foi aprovada na última quinta  25  na defesa de sua tese de doutorado no programa de pós-graduação em Medicina Tropical e Saúde Pública  ofertado pela  UFG.     Confira em: https://t. co/U6FvBLTJFe https://t. co/nb9LQCRnTm
@sofiprs sim em 2022 no Ifb tinha regras da pandemia  tinha que usar máscara e teve uma época que as aulas foram suspensas por causa do covid,@sofiprs sim em 2022 no Ifb tinha regras da pandemia  tinha que usar máscara e teve uma época que as aulas foram suspensas por causa do covid
@sofiprs era coisa do Ifb no 304 era normal como se não tivesse covid,@sofiprs era coisa do Ifb no 304 era normal como se não tivesse covid
- Mãe  temos duas opções: ir no musical lá no IFG ou ir na barraquinha.   - Ah  eu prefiro muito mais ir na barraquinha que tem trem de comer.    Tá aí minha genética.,- Mãe  temos duas opções: ir no musical lá no IFG ou ir na barraquinha.   - Ah  eu prefiro muito mais ir na barraquinha que tem trem de comer.    Tá aí minha genética.
pensando aqui que tem uns 3 semestres que tem indicativa de greve no ifb e tem gente q tá a 3 semestres falando q vai formar esse semestre e por isso é contra greve,pensando aqui que tem uns 3 semestres que tem indicativa de greve no ifb e tem gente q tá a 3 semestres falando q vai formar esse semestre e por isso é contra greve
E o menino do ifb que foi abordado pela Gabi Nery,E o menino do ifb que foi abordado pela Gabi Nery
se eu pudesse fazer esse curso da UnDF e o do ifb ao mesmo tempo. . . . . . . . . .,se eu pudesse fazer esse curso da UnDF e o do ifb ao mesmo tempo. . . . . . . . . .
meu pai trabalha na ufms minha mae trabalha no ifms acho tao lindo isso tudo tao cheio de Fs e Ms e Ss,meu pai trabalha na ufms minha mae trabalha no ifms acho tao lindo isso tudo tao cheio de Fs e Ms e Ss
grupo de algum dos periodos da faculdade historia do ifg virou recanto de bom dia e flores,grupo de algum dos periodos da faculdade historia do ifg virou recanto de bom dia e flores
O Centro de Seleção do IFG Aparecida publicou o edital complementar de matrículas para preencher vagas ociosas do Vestibular para Vagas Remanescentes.  Há vagas para Licenciatura em Dança e Pedagogia Bilíngue.  Matrículas: 06 e 08/05 - 9h às 12h e 13h às 17h https://t. co/PQfQ6dTxtm https://t. co/YghHEynPc8,O Centro de Seleção do IFG Aparecida publicou o edital complementar de matrículas para preencher vagas ociosas do Vestibular para Vagas Remanescentes.  Há vagas para Licenciatura em Dança e Pedagogia Bilíngue.  Matrículas: 06 e 08/05 - 9h às 12h e 13h às 17h https://t. co/PQfQ6dTxtm https://t. co/YghHEynPc8
@dessalobato_ Vou fazer no IFB aqui na asa norte amg  mas a minha pergunta era sobre o bloco temático kkkkkk,@dessalobato_ Vou fazer no IFB aqui na asa norte amg  mas a minha pergunta era sobre o bloco temático kkkkkk
Atenção! As matrículas para as 450 vagas de cursos técnicos do IFB Campus Brasília estão suspensas temporariamente.  Compartilhe essa informação.  Mais informações? Acesse https://t. co/dMIwR4IbvR https://t. co/41w2yAhw8O,Atenção! As matrículas para as 450 vagas de cursos técnicos do IFB Campus Brasília estão suspensas temporariamente.  Compartilhe essa informação.  Mais informações? Acesse https://t. co/dMIwR4IbvR https://t. co/41w2yAhw8O
Tô tendo aula com a diretora do campus do IFG de senador Canedo  hj me peguei cm a diretora comendo bolinho de chuva feitos pela minha mãe.,Tô tendo aula com a diretora do campus do IFG de senador Canedo  hj me peguei cm a diretora comendo bolinho de chuva feitos pela minha mãe.
